number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
6667;18.07.2019;20:49:22;23,37;23,18;21,81;20,87;23,43;21,25;22;21,06;20,81;21,81;23,31;26,93;27,25;21,5;21,75;22,93;25,87;20,5;21,43;21,06
6673;18.07.2019;20:50:29;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,31;26,93;27,25;21,5;21,75;22,93;25,87;20,5;21,37;21,06
6679;18.07.2019;20:51:37;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,31;26,93;27,25;21,5;21,68;22,87;25,87;20,5;21,37;21
6685;18.07.2019;20:52:44;23,37;23,18;21,75;20,87;23,43;21,31;21,93;21,06;20,81;21,81;23,31;26,93;27,25;21,5;21,68;22,87;25,87;20,5;21,43;21,06
6691;18.07.2019;20:53:52;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,25;26,93;27,25;21,43;21,75;22,87;25,93;20,5;21,37;21,06
6697;18.07.2019;20:54:59;23,37;23,18;21,75;20,87;23,43;21,31;21,93;21,06;20,81;21,81;23,25;26,93;27,25;21,43;21,68;22,93;25,93;20,5;21,37;21,06
6703;18.07.2019;20:56:07;23,37;23,18;21,75;20,87;23,43;21,25;21,87;21,06;20,81;21,81;23,25;26,93;27,25;21,43;21,62;22,93;25,93;20,5;21,37;21,06
6709;18.07.2019;20:57:14;23,37;23,18;21,68;20,87;----;21,31;21,93;21,06;20,81;21,81;23,25;26,93;27,25;21,43;21,68;22,87;25,93;20,5;21,37;21,06
6715;18.07.2019;20:58:22;23,37;23,18;21,68;20,87;23,43;21,31;21,87;21,06;20,81;21,75;23,25;26,93;27,18;21,43;21,68;22,87;25,93;20,5;21,31;21,06
6721;18.07.2019;20:59:29;23,37;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,25;26,93;27,18;21,37;21,62;22,93;25,93;20,5;21,31;21,06
6727;18.07.2019;21:00:37;23,37;23,25;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,25;26,87;27,18;21,37;21,62;22,87;25,93;20,5;21,31;21,06
6733;18.07.2019;21:01:44;23,37;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,18;26,93;27,18;21,37;21,62;22,93;25,93;20,5;21,31;21,06
6739;18.07.2019;21:02:51;23,43;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,18;26,93;27,18;21,31;21,62;22,87;26;20,5;21,31;21,06
6745;18.07.2019;21:03:59;23,37;23,25;21,68;20,87;----;21,31;21,87;21,06;20,81;21,68;23,18;26,93;27,12;21,37;21,56;22,87;25,93;20,5;21,31;21,06
6751;18.07.2019;21:05:06;23,43;23,18;21,68;20,87;----;21,25;21,81;21,06;20,81;21,75;23,12;26,93;27,12;21,37;21,62;22,87;26;20,56;21,25;21,06
6757;18.07.2019;21:06:14;23,43;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,68;23,18;26,87;27,12;21,37;21,62;22,93;25,93;20,56;21,31;21,06
6763;18.07.2019;21:07:21;23,43;23,18;21,68;20,87;----;21,31;21,87;21,12;20,81;21,75;23,18;26,87;27,12;21,37;21,62;22,93;25,93;20,5;21,31;21,06
6769;18.07.2019;21:08:29;23,43;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,18;26,87;27,12;21,37;21,62;22,93;25,93;20,5;21,31;21,06
6775;18.07.2019;21:09:36;23,37;23,18;21,68;20,87;----;21,31;21,87;21,06;20,81;21,75;23,18;26,87;27,12;21,37;21,62;22,87;25,93;20,5;21,31;21,06
6781;18.07.2019;21:10:44;23,43;23,18;21,68;20,87;----;21,31;21,81;21,06;20,81;21,75;23,12;26,87;27,12;21,37;21,62;22,93;25,93;20,56;21,25;21,06
6787;18.07.2019;21:11:51;23,43;23,25;21,68;20,87;----;21,31;21,81;21,12;20,81;21,75;23,12;26,87;27,12;21,31;21,56;22,93;25,93;20,5;21,25;21,06
6793;18.07.2019;21:12:59;23,43;23,25;21,62;20,87;----;21,31;21,81;21,06;20,81;21,68;23,12;26,87;27,06;21,31;21,56;22,93;25,93;20,5;21,25;21,06
6799;18.07.2019;21:14:06;23,43;23,25;21,68;20,87;----;21,31;21,81;21,06;20,81;21,68;23,06;26,81;27,06;21,31;21,56;22,93;25,93;20,5;21,31;21,12
6805;18.07.2019;21:15:14;23,43;23,25;21,68;20,87;----;21,31;21,81;21,06;20,81;21,75;23,12;26,81;27,06;21,31;21,56;22,93;25,93;20,56;21,31;21,06
6811;18.07.2019;21:16:21;23,43;23,25;21,68;20,87;----;21,31;21,81;21,12;20,81;21,68;23,12;26,81;27,06;21,31;21,56;22,93;25,93;20,56;21,31;21,06
6817;18.07.2019;21:17:29;23,43;23,18;21,68;20,93;----;21,31;21,81;21,06;20,81;21,75;23,12;26,87;27,06;21,31;21,56;22,93;25,93;20,56;21,31;21,06
6823;18.07.2019;21:18:36;23,37;23,25;21,68;20,87;23,56;21,31;21,81;21,06;20,81;21,68;23,12;26,81;27;21,37;21,56;22,93;25,93;20,5;21,25;21,06
6829;18.07.2019;21:19:44;23,43;23,25;21,68;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23,12;26,81;27;21,31;21,56;22,93;25,93;20,56;21,25;21,06
6835;18.07.2019;21:20:51;23,43;23,25;21,68;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23,12;26,81;27;21,31;21,56;22,87;25,93;20,5;21,25;21,06
6841;18.07.2019;21:21:59;23,43;23,25;21,62;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23,06;26,81;27;21,31;21,56;22,93;25,93;20,5;21,25;21,06
6847;18.07.2019;21:23:06;23,43;23,25;21,62;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23,06;26,81;27;21,31;21,56;22,87;25,93;20,5;21,25;21,06
6853;18.07.2019;21:24:14;23,43;23,25;21,62;20,93;23,56;21,31;21,81;21,12;20,81;21,68;23,06;26,81;27;21,31;21,56;22,93;25,93;20,5;21,25;21,06
6859;18.07.2019;21:25:21;23,43;23,25;21,62;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23,06;26,81;26,93;21,31;21,56;22,93;25,93;20,56;21,25;21,06
6865;18.07.2019;21:26:29;23,43;23,25;21,62;20,93;23,56;21,31;21,81;21,12;20,81;21,68;23,06;26,75;26,93;21,31;21,56;22,93;25,93;20,56;21,25;21,12
6871;18.07.2019;21:27:36;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;23;26,81;26,93;21,25;21,56;22,93;26;20,56;21,18;21,06
6877;18.07.2019;21:28:44;23,43;23,25;21,62;20,87;23,56;21,31;21,81;21,12;20,81;21,68;23;26,81;26,93;21,31;21,5;22,93;25,93;20,56;21,25;21,06
6883;18.07.2019;21:29:51;23,43;23,25;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;23;26,81;26,93;21,31;21,5;22,93;25,93;20,56;21,25;21,12
6889;18.07.2019;21:30:59;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,93;21,31;21,56;22,93;25,93;20,5;21,25;21,06
6895;18.07.2019;21:32:06;23,43;23,25;21,62;20,93;23,56;21,31;21,81;21,12;20,81;21,68;23;26,75;26,93;21,31;21,5;22,93;25,93;20,56;21,25;21,06
6901;18.07.2019;21:33:14;23,43;23,25;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,87;21,31;21,5;22,93;25,93;20,56;21,25;21,12
6907;18.07.2019;21:34:21;23,43;23,25;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,87;21,25;21,5;22,93;25,93;20,56;21,25;21,06
6913;18.07.2019;21:35:29;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,87;21,31;21,5;22,93;25,93;20,56;21,18;21,06
6919;18.07.2019;21:36:36;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;22,93;26,75;26,87;21,25;21,5;22,93;25,93;20,56;21,18;21,12
6925;18.07.2019;21:37:44;23,43;23,25;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;22,93;26,75;26,81;21,31;21,5;22,93;25,93;20,56;21,25;21,12
6931;18.07.2019;21:38:51;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,87;21,31;21,5;22,93;25,93;20,56;21,18;21,12
6937;18.07.2019;21:39:59;23,43;23,25;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;23;26,75;26,81;21,25;21,5;22,93;25,93;20,56;21,18;21,12
6943;18.07.2019;21:41:05;23,43;23,25;21,62;20,87;23,56;21,31;21,75;21,12;20,81;21,68;22,93;26,68;26,81;21,25;21,5;22,93;25,93;20,5;21,18;21,12
6949;18.07.2019;21:42:13;23,43;23,31;21,62;20,93;23,56;21,31;21,75;21,12;20,81;21,68;22,87;26,68;26,81;21,25;21,5;22,93;26;20,56;21,18;21,06
6955;18.07.2019;21:43:20;23,43;23,25;21,62;20,93;23,56;21,31;21,68;21,12;20,81;21,68;22,87;26,68;26,81;21,25;21,5;22,93;26;20,56;21,18;21,12
6961;18.07.2019;21:44:28;23,43;23,25;21,62;20,87;23,56;21,31;21,68;21,12;20,81;21,68;22,93;26,68;26,81;21,18;21,5;22,93;26;20,56;21,18;21,06
6967;18.07.2019;21:45:35;----;23,25;21,62;20,93;23,56;21,31;21,68;21,12;20,81;21,68;22,87;26,68;26,81;21,18;21,5;22,93;26;20,56;21,12;21,12
6973;18.07.2019;21:46:43;----;23,25;21,62;20,87;23,56;21,31;21,68;21,12;20,81;21,62;22,87;26,68;26,75;21,25;21,5;22,93;26;20,56;21,18;21,12
6979;18.07.2019;21:47:50;----;23,31;21,62;20,93;23,56;21,31;21,68;21,12;20,81;21,68;22,87;26,68;26,75;21,18;21,5;22,93;26;20,56;21,18;21,12
6985;18.07.2019;21:48:58;----;23,31;21,62;20,93;23,62;21,31;21,68;21,12;20,81;21,68;22,87;26,68;26,75;21,18;21,43;22,93;25,93;20,56;21,18;21,12
6991;18.07.2019;21:50:05;----;23,31;21,56;20,93;23,62;21,31;21,68;21,12;20,81;21,68;22,87;26,68;26,75;21,18;21,5;22,93;25,93;20,56;21,18;21,12
6997;18.07.2019;21:51:13;----;23,31;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,87;26,68;26,75;21,18;21,5;22,93;25,93;20,56;21,12;21,12
7003;18.07.2019;21:52:20;----;23,31;21,56;20,93;23,56;21,31;21,68;21,12;20,81;21,62;22,87;26,68;26,68;21,18;21,43;22,93;25,93;20,56;21,12;21,12
7009;18.07.2019;21:53:28;----;23,31;21,56;20,87;23,56;21,31;21,68;21,12;20,81;21,62;22,81;26,68;26,68;21,18;21,43;22,93;25,93;20,5;21,12;21,12
7015;18.07.2019;21:54:35;----;23,25;21,56;20,87;23,62;21,37;21,68;21,12;20,81;21,62;22,75;26,62;26,68;21,18;21,43;23;25,93;20,56;21,12;21,12
7021;18.07.2019;21:55:43;----;23,25;21,62;20,93;23,62;21,31;21,68;21,12;20,81;21,62;22,75;26,62;26,68;21,18;21,5;22,93;26;20,56;21,12;21,12
7027;18.07.2019;21:56:50;----;23,25;21,62;20,93;23,62;21,31;21,68;21,12;20,81;21,62;22,68;26,62;26,68;21,18;21,5;22,93;26;20,56;21,12;21,06
7033;18.07.2019;21:57:58;----;23,25;21,62;20,93;23,62;21,31;21,62;21,12;20,81;21,62;22,62;26,62;26,68;21,18;21,5;22,93;26;20,56;21,12;21,12
7039;18.07.2019;21:59:05;----;23,25;21,56;20,87;23,62;21,37;21,62;21,12;20,81;21,62;22,56;26,62;26,68;21,12;21,43;22,93;26;20,56;21,12;21,12
7045;18.07.2019;22:00:13;----;23,25;21,56;20,87;23,62;21,37;21,62;21,12;20,81;21,62;22,56;26,62;26,68;21,18;21,43;22,93;26;20,56;21,06;21,12
7051;18.07.2019;22:01:20;----;23,25;21,56;20,87;23,62;21,37;21,62;21,12;20,81;21,62;22,5;26,62;26,68;21,12;21,43;23;26;20,56;21,06;21,12
7057;18.07.2019;22:02:28;----;23,25;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,62;22,5;26,62;26,62;21,12;21,43;22,93;25,93;20,56;21,12;21,12
7063;18.07.2019;22:03:35;----;23,25;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,62;22,5;26,62;26,62;21,18;21,43;22,93;25,93;20,56;21,12;21,12
7069;18.07.2019;22:04:43;----;23,25;21,56;20,87;23,62;21,37;21,68;21,12;20,81;21,62;22,56;26,62;26,62;21,18;21,43;22,93;25,93;20,56;21,12;21,12
7075;18.07.2019;22:05:50;----;23,25;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,62;26,56;26,62;21,18;21,43;22,93;25,87;20,56;21,06;21,12
7081;18.07.2019;22:06:58;----;23,25;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,68;26,56;26,56;21,18;21,43;22,93;25,87;20,56;21,12;21,12
7087;18.07.2019;22:08:05;----;23,31;21,56;20,93;23,62;21,31;21,68;21,12;20,81;21,62;22,68;26,56;26,56;21,18;21,43;22,93;25,87;20,56;21,12;21,12
7093;18.07.2019;22:09:13;----;23,31;21,56;20,93;23,62;21,31;21,68;21,12;20,81;21,62;22,62;26,56;26,56;21,12;21,43;22,93;25,87;20,56;21,12;21,12
7099;18.07.2019;22:10:20;----;23,31;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,56;26,56;26,56;21,12;21,43;22,93;25,87;20,5;21,12;21,12
7105;18.07.2019;22:11:28;----;23,31;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,56;26,56;26,56;21,12;21,43;22,93;25,81;20,56;21,12;21,12
7111;18.07.2019;22:12:35;----;23,31;21,56;20,93;23,62;21,31;21,68;21,12;20,81;21,62;22,43;26,56;26,56;21,18;21,43;22,93;25,81;20,56;21,12;21,12
7117;18.07.2019;22:13:43;----;23,31;21,56;20,93;23,62;21,37;21,68;21,12;20,81;21,62;22,37;26,56;26,56;21,18;21,43;22,93;25,81;20,56;21,12;21,12
7123;18.07.2019;22:14:50;----;23,31;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,62;22,37;26,5;26,56;21,18;21,43;22,93;25,81;20,56;21,06;21,12
7129;18.07.2019;22:15:58;----;23,25;21,56;20,87;23,62;21,37;21,62;21,12;20,75;21,62;22,31;26,56;26,56;21,18;21,43;22,87;25,81;20,5;21,12;21,12
7135;18.07.2019;22:17:05;----;23,31;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,62;22,25;26,56;26,5;21,12;21,37;22,93;25,81;20,56;21,06;21,12
7141;18.07.2019;22:18:13;----;23,25;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,56;22,18;26,5;26,5;21,12;21,37;22,87;25,87;20,5;21,06;21,06
7147;18.07.2019;22:19:20;----;23,25;21,56;20,93;23,62;21,37;21,62;21,12;20,81;21,56;22,06;26,5;26,5;21,12;21,37;22,93;25,87;20,56;21,06;21,12
7153;18.07.2019;22:20:28;23,56;23,31;21,56;20,87;23,62;21,37;21,62;21,12;20,81;21,56;21,93;26,5;26,5;21,06;21,37;22,93;25,87;20,5;21,06;21,12
7159;18.07.2019;22:21:35;23,56;23,25;21,5;20,93;23,62;21,31;21,56;21,12;20,75;21,56;21,87;26,5;26,43;21,06;21,31;22,93;25,81;20,5;21,06;21,12
7165;18.07.2019;22:22:42;23,56;23,25;21,5;20,87;23,62;21,37;21,56;21,12;20,81;21,56;21,81;26,5;26,43;21,06;21,31;22,93;25,75;20,5;21;21,12
7171;18.07.2019;22:23:50;23,56;23,25;21,5;20,87;23,68;21,37;21,56;21,12;20,81;21,56;21,68;26,5;26,43;21,06;21,31;22,87;25,75;20,5;21;21,12
7177;18.07.2019;22:24:57;23,56;23,25;21,5;20,93;23,62;21,37;21,56;21,12;20,75;21,56;21,68;26,5;26,37;21,06;21,31;22,87;25,68;20,56;21;21,12
7183;18.07.2019;22:26:05;23,56;23,18;21,5;20,93;23,68;21,37;21,5;21,12;20,81;21,5;21,56;26,43;26,37;21;21,31;22,93;25,68;20,56;21;21,12
7189;18.07.2019;22:27:12;23,56;23,25;21,5;20,93;23,62;21,37;21,56;21,12;20,75;21,5;21,56;26,43;26,37;21;21,31;22,87;25,75;20,56;21;21,12
7195;18.07.2019;22:28:20;23,56;23,25;21,5;20,87;23,62;21,31;21,56;21,12;20,81;21,5;21,5;26,43;26,31;21,06;21,25;22,93;25,75;20,56;21;21,18
7201;18.07.2019;22:29:27;23,56;23,25;21,5;20,93;23,62;21,37;21,5;21,12;20,81;21,5;21,5;26,5;26,31;21;21,25;22,93;25,81;20,5;20,93;21,12
7207;18.07.2019;22:30:35;23,56;23,25;21,5;20,87;23,62;21,37;21,56;21,12;20,75;21,5;21,5;26,43;26,31;20,93;21,25;22,93;25,81;20,56;21;21,12
7213;18.07.2019;22:31:42;23,56;23,25;21,5;20,93;23,62;21,37;21,5;21,12;20,81;21,5;21,5;26,43;26,25;21;21,25;22,93;25,81;20,56;21;21,12
7219;18.07.2019;22:32:50;23,56;23,25;21,5;20,93;23,62;21,37;21,56;21,12;20,75;21,5;21,43;26,43;26,25;20,93;21,25;22,93;25,87;20,5;21;21,12
7225;18.07.2019;22:33:57;23,56;23,25;21,5;20,87;23,68;21,37;21,56;21,12;20,81;21,5;21,43;26,43;26,18;21;21,25;22,93;25,87;20,5;21;21,12
7231;18.07.2019;22:35:05;23,56;23,31;21,5;20,93;23,62;21,37;21,5;21,12;20,75;21,5;21,43;26,43;26,18;20,93;21,25;22,93;25,87;20,5;20,93;21,12
7237;18.07.2019;22:36:12;23,56;23,25;21,5;20,87;23,62;21,37;21,5;21,12;20,75;21,5;21,31;26,37;26,18;20,93;21,25;22,93;25,87;20,5;20,93;21,12
7243;18.07.2019;22:37:20;23,56;23,25;21,5;20,87;23,62;21,37;21,5;21,12;20,75;21,5;21,25;26,37;26,12;20,93;21,18;22,93;25,81;20,5;20,93;21,12
7249;18.07.2019;22:38:27;23,56;23,25;21,5;20,87;23,68;21,37;21,5;21,12;20,75;21,5;21,12;26,37;26,12;20,93;21,18;22,93;25,75;20,5;20,93;21,12
7255;18.07.2019;22:39:35;23,56;23,18;21,43;20,87;23,62;21,37;21,5;21,12;20,75;21,43;21,06;26,37;26,06;20,93;21,18;22,87;25,68;20,5;20,93;21,12
7261;18.07.2019;22:40:42;23,56;23,18;21,43;20,87;23,62;21,37;21,5;21,12;20,81;21,43;20,93;26,37;26,06;20,93;21,12;22,87;25,68;20,5;20,93;21,12
7267;18.07.2019;22:41:50;23,56;23,18;21,43;20,87;23,68;21,37;21,5;21,12;20,75;21,43;21;26,37;26;20,87;21,12;22,87;25,68;20,5;20,93;21,12
7273;18.07.2019;22:42:57;23,56;23,12;21,43;20,87;23,62;21,37;21,5;21,12;20,75;21,43;21;26,31;26;20,87;21,12;22,93;25,68;20,56;20,93;21,18
7279;18.07.2019;22:44:05;23,56;23,18;21,43;20,87;23,68;21,37;21,5;21,12;20,75;21,37;21,06;26,37;26;20,87;21,06;22,93;25,68;20,5;20,93;21,12
7285;18.07.2019;22:45:12;23,56;23,12;21,43;20,87;23,68;21,37;21,5;21,12;20,75;21,43;21,18;26,31;25,93;20,87;21,12;22,93;25,68;20,5;20,93;21,12
7291;18.07.2019;22:46:20;23,56;23,18;21,43;20,87;23,62;21,37;21,43;21,12;20,75;21,43;21,18;26,31;25,93;20,87;21,12;22,87;25,62;20,5;20,93;21,12
7297;18.07.2019;22:47:27;23,56;23,12;21,43;20,87;23,62;21,37;21,43;21,12;20,75;21,43;21,18;26,31;25,87;20,87;21,12;22,93;25,62;20,5;20,93;21,12
7303;18.07.2019;22:48:35;23,56;23,12;21,43;20,87;23,62;21,37;21,5;21,06;20,75;21,37;21,25;26,31;25,87;20,87;21,12;22,87;25,62;20,5;20,93;21,12
7309;18.07.2019;22:49:42;23,56;23,12;21,43;20,87;23,68;21,37;21,5;21,12;20,75;21,37;21,25;26,31;25,87;20,87;21,12;22,87;25,56;20,56;20,93;21,12
7315;18.07.2019;22:50:50;23,56;23,12;21,43;20,87;23,68;21,31;21,43;21,12;20,75;21,37;21,31;26,25;25,81;20,87;21,12;22,93;25,62;20,5;20,93;21,12
7321;18.07.2019;22:51:57;23,56;23,12;21,43;20,87;23,62;21,37;21,43;21,12;20,75;21,37;21,31;26,31;25,81;20,81;21,12;22,87;25,56;20,5;20,93;21,12
7327;18.07.2019;22:53:04;23,56;23,12;21,43;20,87;23,68;21,37;21,43;21,06;20,75;21,37;21,25;26,25;25,81;20,81;21,12;22,87;25,56;20,5;20,87;21,12
7333;18.07.2019;22:54:11;23,56;23,12;21,43;20,87;23,68;21,37;21,43;21,12;20,75;21,37;21,18;26,25;25,75;20,81;21,06;22,87;25,5;20,5;20,93;21,12
7339;18.07.2019;22:55:19;23,56;23,06;21,43;20,87;23,68;21,37;21,43;21,06;20,75;21,37;21,06;26,25;25,75;20,81;21,06;22,87;25,5;20,5;20,87;21,12
7345;18.07.2019;22:56:26;23,56;23,06;21,43;20,87;23,62;21,31;21,43;21,12;20,75;21,31;21;26,18;25,75;20,75;21,06;22,81;25,5;20,5;20,87;21,12
7351;18.07.2019;22:57:34;23,56;23,12;21,43;20,87;23,62;21,31;21,43;21,06;20,75;21,31;21,06;26,25;25,68;20,75;21,06;22,81;25,5;20,5;20,87;21,12
7357;18.07.2019;22:58:41;23,56;23,06;21,37;20,87;23,62;21,37;21,43;21,06;20,75;21,37;21,06;26,18;25,68;20,81;21;22,87;25,5;20,5;20,87;21,12
7363;18.07.2019;22:59:49;23,56;23,06;21,43;20,87;23,62;21,31;21,43;21,06;20,75;21,37;21;26,18;25,68;20,81;21,06;22,81;25,43;20,5;20,87;21,12
7369;18.07.2019;23:00:56;23,56;23,06;21,43;20,87;23,62;21,31;21,43;21,06;20,75;21,31;21;26,18;25,62;20,75;21;22,81;25,43;20,5;20,87;21,12
7375;18.07.2019;23:02:04;23,56;23,06;21,37;20,87;23,62;21,31;21,37;21,06;20,75;21,31;21;26,18;25,62;20,75;21;22,87;25,5;20,5;20,87;21,12
7381;18.07.2019;23:03:11;23,56;23,06;21,37;20,87;23,68;21,31;21,43;21,06;20,75;21,31;20,93;26,12;25,62;20,75;21;22,87;25,5;20,5;20,87;21,12
7387;18.07.2019;23:04:19;23,56;23,06;21,37;20,87;23,62;21,31;21,43;21,06;20,75;21,31;20,93;26,12;25,62;20,75;21;22,87;25,5;20,5;20,87;21,12
7393;18.07.2019;23:05:26;23,56;23;21,43;20,87;23,62;21,37;21,43;21,06;20,75;21,31;20,87;26,12;25,56;20,75;20,93;22,87;25,56;20,5;20,87;21,12
7399;18.07.2019;23:06:33;23,56;23,06;21,37;20,87;23,62;21,31;21,37;21,06;20,75;21,31;20,81;26,12;25,56;20,75;20,93;22,87;25,56;20,5;20,81;21,12
7405;18.07.2019;23:07:41;23,56;23,06;21,37;20,87;23,62;21,31;21,37;21,06;20,75;21,31;20,75;26,12;25,56;20,75;20,93;22,87;25,5;20,5;20,87;21,12
7411;18.07.2019;23:08:48;23,56;23,06;21,37;20,87;23,68;21,37;21,37;21,06;20,75;21,31;20,81;26,06;25,56;20,68;20,93;22,87;25,56;20,5;20,81;21,12
7417;18.07.2019;23:09:56;23,56;23,06;21,37;20,87;23,68;21,31;21,37;21,12;20,75;21,31;20,81;26,06;25,5;20,68;20,93;22,87;25,5;20,5;20,87;21,12
7423;18.07.2019;23:11:03;23,56;23,12;21,37;20,87;23,68;21,31;21,37;21,06;20,75;21,31;20,87;26,06;25,5;20,68;20,93;22,87;25,5;20,5;20,81;21,12
7429;18.07.2019;23:12:11;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,87;26,06;25,5;20,75;21;22,87;25,56;20,5;20,81;21,12
7435;18.07.2019;23:13:18;23,56;23,12;21,37;20,87;23,68;21,31;21,37;21,06;20,75;21,31;20,81;26,06;25,5;20,75;21;22,93;25,56;20,5;20,81;21,12
7441;18.07.2019;23:14:26;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,87;26;25,43;20,75;21;22,93;25,5;20,5;20,81;21,12
7447;18.07.2019;23:15:33;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,87;26;25,43;20,75;21;22,93;25,5;20,5;20,81;21,12
7453;18.07.2019;23:16:41;23,56;23,12;21,43;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,81;26;25,43;20,75;21;22,93;25,5;20,5;20,81;21,12
7459;18.07.2019;23:17:48;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,37;20,81;26;25,43;20,75;21;22,93;25,56;20,5;20,81;21,12
7465;18.07.2019;23:18:56;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,87;26;25,43;20,75;21;22,93;25,5;20,5;20,81;21,12
7471;18.07.2019;23:20:03;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,75;21,31;20,81;25,93;25,43;20,75;21;22,93;25,56;20,5;20,81;21,12
7477;18.07.2019;23:21:11;23,56;23,12;21,43;20,87;23,68;21,31;21,37;21,06;20,68;21,31;20,81;25,93;25,37;20,75;21;22,93;25,56;20,5;20,81;21,12
7483;18.07.2019;23:22:18;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,75;25,93;25,37;20,75;21;22,93;25,56;20,5;20,81;21,12
7489;18.07.2019;23:23:26;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,68;25,93;25,37;20,75;21;22,93;25,5;20,5;20,81;21,12
7495;18.07.2019;23:24:33;23,56;23,12;21,37;20,87;23,68;21,31;21,37;21,06;20,68;21,31;20,75;25,93;25,37;20,75;21;22,87;25,5;20,5;20,81;21,12
7501;18.07.2019;23:25:41;23,56;23,12;21,37;20,87;23,62;21,31;21,31;21,06;20,68;21,31;20,68;25,87;25,31;20,75;21;22,87;25,56;20,43;20,81;21,12
7507;18.07.2019;23:26:48;23,56;23,18;21,37;20,87;23,62;21,37;21,37;21,06;20,68;21,31;20,68;25,87;25,31;20,75;21;22,87;25,5;20,5;20,81;21,12
7513;18.07.2019;23:27:56;23,56;23,12;21,37;20,87;23,62;21,31;21,31;21,06;20,68;21,31;20,81;25,87;25,31;20,68;20,93;22,93;25,5;20,5;20,81;21,12
7519;18.07.2019;23:29:03;23,56;23,12;21,37;20,87;23,62;21,31;21,37;21,06;20,68;21,31;20,81;25,87;25,31;20,68;20,93;22,93;25,5;20,43;20,81;21,12
7525;18.07.2019;23:30:11;23,56;23,12;21,37;20,81;23,62;21,31;21,37;21,06;20,68;21,31;20,87;25,87;25,31;20,68;20,93;22,93;25,43;20,5;20,81;21,12
7531;18.07.2019;23:31:18;23,56;23,06;21,37;20,81;23,62;21,31;21,31;21,06;20,68;21,25;20,81;25,87;25,31;20,68;20,93;22,93;25,37;20,43;20,81;21,12
7537;18.07.2019;23:32:26;23,56;23,06;21,37;20,81;23,62;21,31;21,31;21,06;20,68;21,25;20,81;25,87;25,25;20,68;20,93;22,87;25,37;20,43;20,81;21,12
