number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
3865;18.07.2019;12:04:13;20,06;20,25;20,43;18,75;19,62;19,68;19,93;18,43;19,25;20,43;23,56;21,25;23,62;20,31;20,25;20,56;21,37;18,81;19,87;19,56
3871;18.07.2019;12:05:20;20,06;20,18;20,37;18,81;19,62;19,68;19,81;18,43;19,25;20,43;23,56;21,31;23,68;20,31;20,18;20,5;21,31;18,81;19,81;19,56
3877;18.07.2019;12:06:28;20,06;20,25;20,43;18,81;19,62;19,68;19,93;18,5;19,25;20,43;23,56;21,31;23,75;20,31;20,18;20,56;21,37;18,87;19,93;19,56
3883;18.07.2019;12:07:35;20,06;20,18;20,5;18,81;19,62;19,68;20;18,5;19,25;20,43;----;21,37;23,75;20,31;20,25;20,56;21,43;18,81;19,93;19,56
3889;18.07.2019;12:08:42;20,06;20,18;20,5;18,81;19,62;19,68;20,06;18,5;19,25;20,43;----;21,37;23,81;20,37;20,25;20,62;21,43;18,87;20;19,56
3895;18.07.2019;12:09:50;20,06;20,18;20,43;18,81;19,62;19,68;20;18,5;19,25;20,43;23,56;21,37;23,87;20,31;20,25;20,62;21,43;18,87;20;19,56
3901;18.07.2019;12:10:57;20,06;20,25;20,5;18,81;19,62;19,68;20,06;18,5;19,31;20,43;23,68;21,43;23,81;20,37;20,25;20,56;21,5;18,87;20;19,56
3907;18.07.2019;12:12:05;20,06;20,25;20,5;18,81;19,62;19,68;20,12;18,5;19,25;20,5;23,81;21,43;23,87;20,37;20,25;20,68;21,56;18,87;20,06;19,56
3913;18.07.2019;12:13:12;20,06;20,31;20,56;18,81;19,62;19,75;20,18;18,5;19,31;20,5;24;21,5;23,93;20,43;20,37;20,68;21,62;18,87;20,06;19,62
3919;18.07.2019;12:14:20;20,06;20,31;20,56;18,81;19,62;19,75;20,12;18,56;19,31;20,56;24;21,5;24;20,43;20,37;20,62;21,62;18,87;20,06;19,56
3925;18.07.2019;12:15:27;20,12;20,31;20,5;18,81;19,62;19,75;20,12;18,56;19,31;20,56;24;21,56;24;20,43;20,37;20,62;21,62;18,87;20,06;19,62
3931;18.07.2019;12:16:35;20,12;20,31;20,5;18,87;19,62;19,75;20,06;18,56;19,31;20,56;23,93;21,62;24;20,43;20,37;20,62;21,62;18,87;20;19,62
3937;18.07.2019;12:17:42;20,12;20,31;20,5;18,87;19,68;19,75;20;18,56;19,31;20,5;23,87;21,56;24,06;20,43;20,37;20,56;21,62;18,87;20;19,62
3943;18.07.2019;12:18:50;20,12;20,25;20,5;18,87;19,62;19,75;20;18,56;19,31;20,5;23,81;21,62;24,06;20,37;20,31;20,56;21,62;18,93;20;19,62
3949;18.07.2019;12:19:57;20,12;20,25;20,43;18,87;19,68;19,75;20;18,56;19,31;20,5;23,75;21,68;24,12;20,37;20,31;20,56;21,62;18,93;19,93;19,62
3955;18.07.2019;12:21:05;20,12;20,25;20,43;18,87;19,68;19,75;19,93;18,56;19,31;20,5;23,81;21,68;24,12;20,43;20,37;20,56;21,62;18,93;19,93;19,62
3961;18.07.2019;12:22:12;20,12;20,31;20,5;18,87;19,68;19,75;19,93;18,62;19,31;20,5;23,93;21,75;24,18;20,43;20,37;20,56;21,68;18,93;19,93;19,62
3967;18.07.2019;12:23:19;20,12;20,37;20,5;18,87;19,68;19,75;19,87;18,62;19,31;20,56;24,12;21,75;24,18;20,5;20,43;20,56;21,68;18,93;19,93;19,62
3973;18.07.2019;12:24:27;20,12;20,31;20,43;18,93;19,68;19,75;19,87;18,62;19,37;20,5;24,18;21,81;24,25;20,5;20,43;20,56;21,68;18,93;19,93;19,62
3979;18.07.2019;12:25:34;20,12;20,31;20,43;18,87;19,68;19,75;19,93;18,62;19,31;20,5;24,25;21,87;24,25;20,5;20,43;20,56;21,68;18,93;19,93;19,62
3985;18.07.2019;12:26:42;20,12;20,31;20,5;18,93;19,68;19,75;20;18,62;19,37;20,5;24,31;21,81;24,31;20,43;20,37;20,56;21,75;18,93;20;19,68
3991;18.07.2019;12:27:49;20,12;20,37;20,5;18,93;19,75;19,81;20,06;18,68;19,37;20,56;24,31;21,87;24,37;20,5;20,37;20,62;21,81;18,93;20,06;19,62
3997;18.07.2019;12:28:57;20,12;20,37;20,5;18,93;19,75;19,81;20,06;18,68;19,37;20,56;24,31;21,87;24,37;20,5;20,43;20,62;21,81;18,93;20;19,68
4003;18.07.2019;12:30:04;20,18;20,37;20,56;18,93;19,75;19,75;20,12;18,62;19,37;20,62;24,31;21,93;24,43;20,56;20,5;20,62;21,87;18,93;20,06;19,68
4009;18.07.2019;12:31:12;20,18;20,37;20,56;18,93;19,75;19,75;20,18;18,68;19,37;20,56;24,43;22;24,43;20,56;20,5;20,68;21,87;18,93;20,06;19,68
4015;18.07.2019;12:32:19;20,18;20,37;20,56;18,93;19,75;19,81;20,12;18,68;19,37;20,62;24,37;22;24,5;20,56;20,5;20,62;21,87;19;20,06;19,68
4021;18.07.2019;12:33:27;20,18;20,37;20,62;18,93;19,75;19,81;20,25;18,68;19,43;20,68;24,37;22;24,5;20,62;20,56;20,68;21,93;19;20,12;19,68
4027;18.07.2019;12:34:34;20,18;20,37;20,56;19;19,75;19,81;20,18;18,68;19,43;20,62;24,25;22,06;24,56;20,56;20,56;20,62;21,93;19;20,12;19,68
4033;18.07.2019;12:35:41;20,18;20,37;20,56;18,93;19,75;19,81;20,12;18,68;19,43;20,68;24,12;22,12;24,56;20,62;20,62;20,56;21,93;19;20,06;19,68
4039;18.07.2019;12:36:49;20,18;20,43;20,56;19;19,75;19,81;20,06;18,75;19,43;20,68;24,18;22,12;24,62;20,62;20,68;20,62;22;19;20,06;19,68
4045;18.07.2019;12:37:56;20,18;20,43;20,62;19;19,81;19,81;20,12;18,75;19,43;20,68;24,37;22,12;24,62;20,62;20,62;20,68;22;19;20,12;19,68
4051;18.07.2019;12:39:04;20,18;20,43;20,62;19;19,81;19,81;20,18;18,75;19,43;20,62;24,56;22,12;24,68;20,68;20,62;20,68;22,06;19;20,12;19,68
4057;18.07.2019;12:40:11;20,18;20,5;20,68;19;19,81;19,81;20,18;18,75;19,43;20,68;24,56;22,18;24,68;20,68;20,68;20,68;22,12;19;20,12;19,68
4063;18.07.2019;12:41:18;20,18;20,5;20,62;19;19,81;19,81;20,18;18,75;19,43;20,68;24,62;22,25;24,75;20,68;20,62;20,68;22,12;19;20,12;19,68
4069;18.07.2019;12:42:26;20,18;20,43;20,62;19;19,81;19,81;20,12;18,75;19,43;20,68;24,56;22,25;24,81;20,62;20,56;20,68;22,12;19;20,12;19,68
4075;18.07.2019;12:43:33;20,18;20,43;20,62;19;19,81;19,87;20,12;18,75;19,43;20,68;24,68;22,25;24,87;20,62;20,56;20,62;22,12;19;20,12;19,68
4081;18.07.2019;12:44:41;20,25;20,43;20,56;19,06;19,81;19,81;20,12;18,81;19,5;20,62;24,81;22,31;24,87;20,62;20,62;20,62;22,18;19,06;20,06;19,75
4087;18.07.2019;12:45:48;20,25;20,43;20,56;19,06;19,87;19,87;20,12;18,81;19,5;20,68;24,75;22,31;24,93;20,68;20,62;20,68;22,18;19,06;20,12;19,75
4093;18.07.2019;12:46:56;20,25;20,43;20,62;19;19,87;19,87;20,18;18,75;19,5;20,68;24,81;22,37;24,93;20,68;20,62;20,62;22,18;19,06;20,12;19,75
4099;18.07.2019;12:48:03;20,25;20,5;20,68;19,06;19,87;19,87;20,31;18,81;19,5;20,68;24,75;22,37;25;20,68;20,68;20,75;22,25;19,06;20,18;19,75
4105;18.07.2019;12:49:11;20,25;20,43;20,62;19,06;19,87;19,87;20,25;18,81;19,5;20,68;24,62;22,43;25,06;20,68;20,68;20,68;22,25;19,06;20,18;19,75
4111;18.07.2019;12:50:18;20,25;20,56;20,75;19,06;19,87;19,87;20,37;18,81;19,5;20,75;24,75;22,43;25,06;20,75;20,68;20,81;22,31;19,06;20,25;19,75
4117;18.07.2019;12:51:26;20,25;20,56;20,81;19,06;19,87;19,87;20,5;18,81;19,5;20,81;24,93;22,5;25,12;20,81;20,75;20,87;22,43;19,06;20,37;19,75
4123;18.07.2019;12:52:33;20,25;20,56;20,81;19,06;19,87;19,87;20,5;18,81;19,5;20,87;25;22,5;25,18;20,87;20,75;20,87;22,43;19,06;20,37;19,75
4129;18.07.2019;12:53:41;20,31;20,56;20,81;19,06;19,87;19,87;20,5;18,81;19,56;20,81;24,93;22,56;25,18;20,81;20,75;20,87;22,43;19,06;20,37;19,75
4135;18.07.2019;12:54:48;20,31;20,56;20,81;19,12;19,87;19,93;20,5;18,87;19,56;20,81;24,87;22,56;25,25;20,81;20,75;20,87;22,43;19,06;20,37;19,75
4141;18.07.2019;12:55:56;20,31;20,56;20,81;19,12;19,93;19,87;20,5;18,87;19,56;20,81;24,81;22,56;25,31;20,75;20,68;20,87;22,43;19,06;20,37;19,75
4147;18.07.2019;12:57:03;20,31;20,56;20,75;19,12;19,93;19,87;20,43;18,87;19,56;20,81;24,93;22,62;25,31;20,81;20,68;20,81;22,43;19,06;20,31;19,75
4153;18.07.2019;12:58:11;20,31;20,62;20,81;19,12;19,93;19,87;20,56;18,87;19,56;20,81;25,18;22,68;25,37;20,87;20,75;20,93;22,5;19,12;20,37;19,75
4159;18.07.2019;12:59:18;20,31;20,62;20,81;19,12;19,93;19,93;20,56;18,87;19,56;20,87;25,43;22,68;25,43;20,87;20,81;20,93;22,56;19,12;20,43;19,75
4165;18.07.2019;13:00:26;20,31;20,68;20,81;19,12;19,93;19,93;20,5;18,87;19,56;20,93;25,5;22,75;25,43;20,87;20,81;20,87;22,56;19,12;20,43;19,81
4171;18.07.2019;13:01:33;20,31;20,68;20,87;19,12;19,93;19,93;20,43;18,87;19,56;20,93;25,56;22,75;25,5;20,93;20,87;20,87;22,62;19,12;20,37;19,81
4177;18.07.2019;13:02:41;20,31;20,68;20,81;19,12;19,93;19,93;20,43;18,93;19,62;20,93;25,5;22,81;25,56;20,93;20,87;20,81;22,62;19,12;20,31;19,75
4183;18.07.2019;13:03:48;20,37;20,75;20,93;19,12;20;19,93;20,56;18,93;19,56;21,06;25,37;22,81;25,56;21,06;21;20,87;22,68;19,12;20,43;19,81
4189;18.07.2019;13:04:56;20,31;20,75;21;19,18;20;19,93;20,68;18,93;19,62;21,12;25,5;22,81;25,62;21,12;21,06;21;22,81;19,12;20,5;19,81
4195;18.07.2019;13:06:03;20,31;20,81;21;19,18;20;19,93;20,81;18,93;19,62;21,12;25,68;22,87;25,62;21,12;21,12;21,06;22,81;19,12;20,62;19,81
4201;18.07.2019;13:07:11;20,37;20,81;21,06;19,18;20;19,93;20,87;18,93;19,62;21,12;25,5;22,93;25,68;21,12;21,12;21,06;22,87;19,18;20,62;19,81
4207;18.07.2019;13:08:18;20,37;20,75;21;19,18;20;19,93;20,81;18,93;19,62;21,12;25,12;22,93;25,75;21,06;21,06;21,06;22,81;19,18;20,56;19,81
4213;18.07.2019;13:09:26;20,37;20,81;21,06;19,18;20;20;20,87;19;19,62;21,12;25,37;23;25,75;21,06;21,06;21,12;22,87;19,18;20,62;19,81
4219;18.07.2019;13:10:33;20,37;20,75;21;19,18;20;20;20,75;19;19,62;21,06;25,37;23;25,81;21,06;21,06;21;22,87;19,18;20,56;19,81
4225;18.07.2019;13:11:41;20,37;20,81;20,93;19,18;20;19,93;20,62;19;19,62;21,06;25,25;23;25,81;21;21,06;20,93;22,81;19,18;20,5;19,81
4231;18.07.2019;13:12:48;20,37;20,81;20,93;19,25;20,06;20;20,56;19;19,62;21,06;25,18;23,06;25,87;21,06;21,06;20,87;22,81;19,18;20,43;19,81
4237;18.07.2019;13:13:56;20,37;20,81;21,06;19,25;20,06;20;20,75;19;19,62;21,06;25,56;23,12;25,93;21,06;21,12;21,06;22,93;19,18;20,56;19,81
4243;18.07.2019;13:15:03;20,43;20,87;21,12;19,25;20,06;20;20,93;19;19,62;21,12;25,81;23,12;25,93;21,18;21,12;21,18;23;19,18;20,62;19,87
4249;18.07.2019;13:16:11;20,43;20,93;21,18;19,25;20,06;20;21,06;19;19,68;21,18;25,81;23,18;26;21,25;21,25;21,25;23,06;19,18;20,81;19,87
4255;18.07.2019;13:17:18;20,43;21;21,31;19,25;20,06;20;21,12;19,06;19,68;21,37;25,5;23,18;26;21,31;21,25;21,31;23,12;19,18;20,87;19,87
4261;18.07.2019;13:18:26;20,43;21,06;21,37;19,31;20,06;20;21,31;19,06;19,68;21,37;25,87;23,18;26,06;21,37;21,37;21,43;23,25;19,18;21;19,87
4267;18.07.2019;13:19:33;20,43;21,06;21,43;19,31;20,12;20,06;21,37;19,06;19,68;21,43;26,31;23,25;26,12;21,43;21,37;21,5;23,31;19,25;21,06;19,87
4273;18.07.2019;13:20:41;20,43;21;21,31;19,31;20,12;20,06;21,18;19,06;19,68;21,31;26,18;23,31;26,18;21,37;21,37;21,37;23,25;19,25;20,93;19,87
4279;18.07.2019;13:21:48;20,43;21;21,31;19,31;20,12;20,06;21,12;19,06;19,68;21,37;26,06;23,31;26,18;21,37;21,31;21,31;23,25;19,25;20,87;19,87
4285;18.07.2019;13:22:56;20,43;21;21,31;19,31;20,12;20,06;21,18;19,12;19,68;21,31;25,87;23,31;26,18;21,37;21,31;21,31;23,31;19,25;20,93;19,87
4291;18.07.2019;13:24:03;20,43;21;21,31;19,31;20,12;20,06;21,25;19,12;19,75;21,31;25,75;23,37;26,25;21,31;21,31;21,43;23,31;19,25;21;19,87
4297;18.07.2019;13:25:10;20,5;21;21,31;19,31;20,12;20,06;21,25;19,12;19,75;21,31;25,81;23,37;26,31;21,31;21,31;21,37;23,31;19,25;20,93;19,87
4303;18.07.2019;13:26:18;20,5;21,06;21,37;19,31;20,18;20,06;21,31;19,12;19,75;21,37;25,81;23,43;26,37;21,37;21,37;21,37;23,31;19,25;21;19,93
4309;18.07.2019;13:27:25;20,5;21,06;21,31;19,31;20,18;20,06;21,18;19,12;19,75;21,43;25,37;23,43;26,37;21,37;21,37;21,31;23,31;19,31;20,93;19,87
4315;18.07.2019;13:28:33;20,5;21,06;21,37;19,37;20,18;20,12;21,25;19,12;19,75;21,43;25,62;----;26,43;21,37;21,37;21,43;23,37;19,31;21;19,93
4321;18.07.2019;13:29:40;20,5;21,06;21,37;19,37;20,18;20,12;21,25;19,18;19,75;21,37;25,5;----;26,43;21,37;21,37;21,37;23,37;19,31;21;19,93
4327;18.07.2019;13:30:48;20,5;21,06;21,37;19,37;20,18;20,06;21,31;19,18;19,75;21,37;25,62;23,56;26,5;21,37;21,37;21,37;23,43;19,31;21;19,93
4333;18.07.2019;13:31:55;20,56;21,06;21,31;19,37;20,18;20,12;21,31;19,18;19,81;21,37;25,68;23,56;26,56;21,31;21,37;21,43;23,43;19,31;21;19,93
4339;18.07.2019;13:33:03;20,56;21,06;21,31;19,37;20,25;20,12;21,25;19,18;19,81;21,37;25,81;23,62;26,56;21,37;21,37;21,37;23,43;19,31;21;19,93
4345;18.07.2019;13:34:10;20,56;21,06;21,31;19,37;20,18;20,12;21,25;19,18;19,81;21,31;25,93;23,68;26,62;21,37;21,31;21,37;23,43;19,31;20,93;19,93
4351;18.07.2019;13:35:17;20,56;21,06;21,31;19,37;20,25;20,12;21,12;19,25;19,81;21,37;26,25;23,68;26,62;21,43;21,37;21,31;23,43;19,31;20,87;19,93
4357;18.07.2019;13:36:25;20,56;21,06;21,31;19,43;20,25;20,12;21,06;19,25;19,81;21,37;26,25;23,68;26,68;21,37;21,37;21,31;23,43;19,37;20,87;20
4363;18.07.2019;13:37:32;20,56;21,06;21,31;19,43;20,25;20,12;21,18;19,25;19,81;21,37;26,25;23,75;26,75;21,37;21,37;21,37;----;19,37;20,93;19,93
4369;18.07.2019;13:38:40;20,62;21,12;21,31;19,43;20,31;20,12;21,12;19,25;19,81;21,31;26,18;23,75;26,75;21,37;21,43;21,31;----;19,37;20,87;19,93
4375;18.07.2019;13:39:47;20,56;21,06;21,31;19,43;20,31;20,12;21,06;19,25;19,81;21,31;26;23,81;26,81;21,37;21,37;21,31;----;19,37;20,81;20
4381;18.07.2019;13:40:55;20,62;21,06;21,25;19,43;20,31;20,18;21;19,25;19,81;21,31;25,81;23,87;26,81;21,37;21,31;21,18;----;19,37;20,75;20
4387;18.07.2019;13:42:02;20,62;21,06;21,25;19,43;20,31;20,18;21,06;19,31;19,87;21,25;25,87;23,87;26,87;21,37;21,31;21,31;----;19,37;20,81;20
4393;18.07.2019;13:43:10;20,62;21,12;21,31;19,5;20,31;20,18;21,12;19,31;19,87;21,43;26;23,93;26,87;21,43;21,43;21,31;23,62;19,37;20,87;20
4399;18.07.2019;13:44:17;20,62;21,18;21,5;19,43;20,31;20,18;21,43;19,31;19,87;21,56;26,25;23,93;26,93;21,56;21,56;21,43;23,68;19,43;21,06;20
4405;18.07.2019;13:45:25;20,68;21,18;21,5;19,5;20,37;20,18;21,31;19,31;19,87;21,5;26,25;24;27;21,56;21,56;21,5;23,75;19,37;21,06;20
4411;18.07.2019;13:46:32;20,68;21,18;21,37;19,5;20,37;20,18;21,25;19,31;19,87;21,43;26,25;24;27;21,56;21,5;21,43;23,75;19,43;21;20
4417;18.07.2019;13:47:40;20,62;21,12;21,37;19,5;20,37;20,18;21,31;19,37;19,87;21,43;26;24;27,06;21,5;21,5;21,43;23,68;19,43;21;20
4423;18.07.2019;13:48:47;20,68;21,12;21,37;19,5;20,37;20,18;21,25;19,37;19,87;21,43;26,06;24,06;27,06;21,43;21,5;21,37;23,68;19,43;21;20,06
4429;18.07.2019;13:49:55;20,68;21,18;21,37;19,5;20,37;20,18;21,18;19,37;19,87;21,37;26,06;24,12;27,12;21,43;21,5;21,37;23,68;19,43;20,93;20,06
4435;18.07.2019;13:51:02;20,68;21,18;21,43;19,5;20,43;20,18;21,31;19,37;19,93;21,43;26,31;24,12;27,12;21,56;21,56;21,43;23,81;19,43;21;20,06
4441;18.07.2019;13:52:09;20,68;21,18;21,43;19,56;20,37;20,18;21,31;19,37;19,93;21,43;26,37;24,12;27,18;21,5;21,56;21,43;23,81;19,43;21;20,06
4447;18.07.2019;13:53:17;20,68;21,25;21,37;19,56;20,43;20,25;21,18;19,37;19,93;21,43;26,43;24,18;27,25;21,56;21,62;21,43;23,81;19,5;21;20,06
4453;18.07.2019;13:54:24;20,75;21,25;21,37;19,56;20,43;20,25;21,12;19,37;19,93;21,43;26,37;24,25;27,25;21,56;21,62;21,37;23,81;19,5;20,93;20,06
4459;18.07.2019;13:55:32;20,75;21,25;21,43;19,56;20,43;20,25;21,25;19,43;19,93;21,5;26,31;24,25;27,31;21,56;21,56;21,43;23,87;19,5;21;20,06
4465;18.07.2019;13:56:39;20,75;21,25;21,56;19,56;20,43;20,25;21,5;19,43;19,93;21,56;26,43;24,31;27,31;21,62;21,56;21,56;23,93;19,5;21,18;20,06
4471;18.07.2019;13:57:47;20,75;21,25;21,5;19,56;20,5;20,25;21,43;19,43;20;21,5;26,25;24,31;27,37;21,56;21,56;21,5;23,93;19,5;21,12;20,06
4477;18.07.2019;13:58:54;20,75;21,18;21,43;19,56;20,5;20,25;21,37;19,43;19,93;21,43;25,93;24,37;27,37;21,5;21,5;21,5;23,93;19,5;21,06;20,12
4483;18.07.2019;14:00:02;20,75;21,18;21,43;19,62;20,5;20,25;21,37;19,5;19,93;21,43;25,93;24,37;27,43;21,43;21,43;21,5;23,93;19,5;21,06;20,12
4489;18.07.2019;14:01:09;20,81;21,25;21,43;19,62;20,5;20,25;21,37;19,43;20;21,43;26;24,43;27,43;21,43;21,43;21,5;23,93;19,5;21,06;20,06
4495;18.07.2019;14:02:17;20,75;21,25;21,43;19,62;20,5;20,25;21,31;19,5;19,93;21,43;26;24,5;27,5;21,43;21,43;21,5;23,93;19,5;21,06;20,12
4501;18.07.2019;14:03:24;20,81;21,25;21,5;19,62;20,5;20,31;21,43;19,5;20;21,43;26,06;24,43;27,5;21,43;21,43;21,56;24;19,56;21,12;20,12
4507;18.07.2019;14:04:32;20,81;21,25;21,5;19,62;20,5;20,31;21,5;19,5;20;21,5;26,12;24,56;27,56;21,5;21,5;21,62;24,06;19,56;21,18;20,12
4513;18.07.2019;14:05:39;20,81;21,31;21,62;19,62;20,56;20,25;21,62;19,5;20;21,5;26,18;24,56;27,56;21,62;21,56;21,68;24,12;19,56;21,25;20,12
4519;18.07.2019;14:06:47;20,81;21,31;21,56;19,62;20,56;20,31;21,5;19,56;20;21,5;26,12;24,56;27,62;21,5;21,5;21,56;24,12;19,56;21,18;20,12
4525;18.07.2019;14:07:54;20,81;21,25;21,56;19,68;20,56;20,31;21,56;19,5;20;21,43;25,87;24,62;27,62;21,43;21,5;21,56;24,12;19,56;21,18;20,12
4531;18.07.2019;14:09:02;20,87;21,31;21,68;19,68;20,56;20,31;21,68;19,56;20;21,5;25,93;24,62;27,62;21,56;21,56;21,75;24,18;19,56;21,31;20,12
4537;18.07.2019;14:10:09;20,87;21,37;21,68;19,62;20,62;20,31;21,75;19,56;20,06;21,56;26;24,68;27,68;21,62;21,56;21,75;24,18;19,56;21,37;20,12
4543;18.07.2019;14:11:17;20,87;21,37;21,68;19,68;20,62;20,31;21,75;19,56;20;21,56;26,06;24,68;27,68;21,62;21,56;21,75;24,25;19,56;21,37;20,18
4549;18.07.2019;14:12:24;20,87;21,43;21,75;19,62;20,62;20,31;21,81;19,56;20;21,62;26,06;24,68;27,75;21,68;21,68;21,81;24,25;19,62;21,43;20,12
4555;18.07.2019;14:13:32;20,87;21,43;21,75;19,68;20,62;20,31;21,81;19,62;20,06;21,62;26,12;24,75;27,75;21,68;21,62;21,81;24,25;19,56;21,43;20,18
4561;18.07.2019;14:14:39;20,87;21,43;21,81;19,68;20,62;20,37;21,87;19,62;20;21,62;26,18;24,81;27,81;21,68;21,62;21,87;24,31;19,62;21,5;20,18
4567;18.07.2019;14:15:47;20,87;21,5;21,87;19,68;20,68;20,37;22;19,62;20,06;21,68;26,56;24,81;27,81;21,68;21,75;21,93;24,37;19,62;21,5;20,18
4573;18.07.2019;14:16:54;20,93;21,5;21,87;19,68;20,62;20,37;22;19,62;20,06;21,68;26,56;24,87;27,81;21,75;21,75;21,93;24,43;19,62;21,56;20,18
4579;18.07.2019;14:18:02;20,93;21,5;21,87;19,75;20,68;20,37;22;19,62;20,06;21,75;26,56;24,87;27,87;21,81;21,81;21,93;24,5;19,62;21,56;20,18
4585;18.07.2019;14:19:09;20,93;21,56;22;19,75;20,68;20,37;22,12;19,62;20,06;21,81;26,75;24,87;27,87;21,87;21,81;22,06;24,56;19,62;21,68;20,18
4591;18.07.2019;14:20:17;20,93;21,56;22;19,75;20,68;20,37;22,12;19,68;20,06;21,81;26,75;24,93;27,87;21,87;21,87;22;24,56;19,62;21,68;20,18
4597;18.07.2019;14:21:24;20,93;21,56;21,93;19,75;20,68;20,37;22,06;19,68;20,06;21,75;26,62;24,93;27,93;21,81;21,87;21,93;24,56;19,62;21,62;20,18
4603;18.07.2019;14:22:32;21;21,5;21,87;19,75;20,75;20,37;22;19,68;20,12;21,75;26,43;25;27,93;21,81;21,87;21,93;24,56;19,68;21,62;20,25
4609;18.07.2019;14:23:39;20,93;21,5;21,75;19,75;20,68;20,37;21,81;19,68;20,06;21,68;26,06;25;27,93;21,68;21,75;21,75;24,5;19,68;21,5;20,25
4615;18.07.2019;14:24:47;21;21,43;21,68;19,75;20,75;20,37;21,81;19,68;20,12;21,62;26;25,06;28;21,62;21,75;21,75;24,43;19,68;21,43;20,18
4621;18.07.2019;14:25:54;21;21,43;21,75;19,75;20,75;20,37;21,81;19,75;20,12;21,68;26;25,06;28;21,68;21,68;21,81;24,5;19,68;21,43;20,25
4627;18.07.2019;14:27:02;21;21,5;21,81;19,75;20,75;20,43;21,87;19,75;20,12;21,68;26,06;25,06;28;21,68;21,68;21,87;24,56;19,68;21,43;20,25
4633;18.07.2019;14:28:08;21;21,5;21,87;19,81;20,81;20,43;22,06;19,75;20,12;21,68;26,37;25,12;28,06;21,68;21,75;21,93;24,62;19,68;21,56;20,25
4639;18.07.2019;14:29:16;21,06;21,56;21,87;19,81;20,81;20,37;22;19,75;20,12;21,75;26,37;25,12;28,06;21,75;21,75;22;24,62;19,68;21,56;20,25
4645;18.07.2019;14:30:23;21,06;21,56;21,87;19,81;20,81;20,43;22,06;19,75;20,12;21,75;26,37;25,18;28,06;21,75;21,81;21,93;24,62;19,75;21,62;20,25
4651;18.07.2019;14:31:31;21,06;21,62;21,93;19,81;20,81;20,43;22,06;19,75;20,12;21,75;26,31;25,25;28,12;21,75;21,81;22;24,68;19,75;21,62;20,25
4657;18.07.2019;14:32:38;21,06;21,62;21,93;19,81;20,81;20,43;22,12;19,81;20,18;21,81;26,25;25,25;28,12;21,81;21,81;22,06;24,68;19,75;21,68;20,25
4663;18.07.2019;14:33:46;21,06;21,62;21,93;19,81;20,87;20,43;22,12;19,81;20,18;21,81;26,18;25,31;28,12;21,81;21,87;22,06;24,68;19,75;21,68;20,25
4669;18.07.2019;14:34:53;21,06;21,68;21,93;19,81;20,87;20,43;22,12;19,81;20,18;21,87;26,12;25,31;28,18;21,81;21,87;22,06;24,68;19,75;21,68;20,31
4675;18.07.2019;14:36:01;21,06;21,68;22;19,81;20,87;20,43;22,18;19,81;20,18;21,87;26,06;25,31;28,18;21,81;21,87;22,06;24,68;19,75;21,75;20,31
4681;18.07.2019;14:37:08;21,12;21,62;22;19,87;20,87;20,43;22,18;19,87;20,18;21,87;25,93;25,37;28,18;21,81;21,87;22,12;24,75;19,75;21,75;20,31
4687;18.07.2019;14:38:16;21,12;21,62;21,93;19,87;20,87;20,43;22,18;19,87;20,18;21,87;26,06;25,37;28,25;21,87;21,87;22,06;24,75;19,75;21,75;20,31
4693;18.07.2019;14:39:23;21,12;21,62;21,93;19,87;20,93;20,5;22,12;19,87;20,18;21,87;25,93;25,37;28,25;21,81;21,81;22,06;24,75;19,81;21,68;20,31
4699;18.07.2019;14:40:31;21,18;21,56;21,81;19,87;20,93;20,43;22;19,87;20,18;21,81;25,81;25,43;28,25;21,75;21,75;21,93;24,75;19,81;21,62;20,31
4705;18.07.2019;14:41:38;21,12;21,56;21,87;19,87;20,93;20,5;22,06;19,87;20,18;21,75;25,81;25,43;28,25;21,75;21,68;22;24,75;19,81;21,62;20,31
4711;18.07.2019;14:42:46;21,18;21,62;21,87;19,87;20,93;20,5;22,06;19,87;20,18;21,75;25,81;25,5;28,31;21,68;21,68;22;24,75;19,81;21,62;20,31
4717;18.07.2019;14:43:53;21,18;21,62;21,87;19,93;20,93;20,5;22,06;19,93;20,18;21,75;25,75;25,5;28,31;21,75;21,75;22;24,75;19,81;21,68;20,31
4723;18.07.2019;14:45:01;21,18;21,62;21,93;19,87;21;20,5;22,18;19,93;20,25;21,75;25,87;25,5;28,31;21,68;21,75;22,12;24,81;19,81;21,75;20,31
4729;18.07.2019;14:46:08;21,18;21,68;22;19,87;21;20,5;22,12;19,93;20,25;21,75;25,93;25,56;28,31;21,81;21,81;22,12;24,87;19,81;21,68;20,37
4735;18.07.2019;14:47:16;21,18;21,68;22;19,93;21;20,5;22,18;19,93;20,25;21,75;25,93;25,56;28,31;21,75;21,81;22,06;24,87;19,87;21,68;20,37
4741;18.07.2019;14:48:23;21,18;21,62;21,87;19,93;21;20,5;22,06;19,93;20,18;21,75;25,75;25,62;28,31;21,68;21,75;22;24,87;19,87;21,68;20,37
